1 Thread, 1 Increment
Expected Result: 1
Method Two,240000000,88.1752
Method Three,240000000,93.0446
Method Four,240000000,7.08057
Method Five,240000000,1.18884

Method One,39636058,1.47309
Method Two,240000000,86.9507
Method Three,240000000,93.3671
Method Four,240000000,8.26104
Method Five,240000000,1.25306

Threads 32, Increments 1
Method One,32,0.000406957
Method Two,32,0.000420807
Method Three,32,0.000339631
Method Four,32,0.00036079
Method Five,32,0.000320993

Method One,31,0.000574241
Method Two,32,0.000487581
Method Three,32,0.00036946
Method Four,32,0.000377939
Method Five,32,0.000506278

Method One,31,0.000565893
Method Two,32,0.000527278
Method Three,32,0.000579302
Method Four,32,0.000297165
Method Five,32,0.000300968

Method One,32,0.000510748
Method Two,32,0.000438587
Method Three,32,0.000538643
Method Four,32,0.000404372
Method Five,32,0.000352594

Method One,32,0.000559532
Method Two,32,0.000444098
Method Three,32,0.000428617
Method Four,32,0.000382926
Method Five,32,0.000301767

Threads 32, Increments 100
Expected Result: 3200
Method One,3200,0.000489032
Method Two,3200,0.000480627
Method Three,3200,0.000487352
Method Four,3200,0.000337045
Method Five,3200,0.000287789

Method One,3100,0.000443014
Method Two,3200,0.000700215
Method Three,3200,0.000650052
Method Four,3200,0.000377228
Method Five,3200,0.000320205

Method One,3100,0.000587788
Method Two,3200,0.000557946
Method Three,3200,0.000469653
Method Four,3200,0.000403804
Method Five,3200,0.00033001

Method One,3200,0.000693098
Method Two,3200,0.000573732
Method Three,3200,0.000831872
Method Four,3200,0.000391996
Method Five,3200,0.000330537

Method One,3100,0.000588883
Method Two,3200,0.000577263
Method Three,3200,0.00100745
Method Four,3200,0.000517769
Method Five,3200,0.000427805

Threads 32, Increments 10000
Expected Result: 320000
Method One,202073,0.00169924
Method Two,320000,0.108334
Method Three,320000,0.121136
Method Four,320000,0.0110038
Method Five,320000,0.00176997

Method One,173356,0.00161808
Method Two,320000,0.0660304
Method Three,320000,0.121104
Method Four,320000,0.00566441
Method Five,320000,0.00147641

Method One,315250,0.00134384
Method Two,320000,0.0643085
Method Three,320000,0.119715
Method Four,320000,0.00711793
Method Five,320000,0.00146391

Method One,184732,0.00188438
Method Two,320000,0.102581
Method Three,320000,0.122866
Method Four,320000,0.00950736
Method Five,320000,0.00170681

Method One,238998,0.00150478
Method Two,320000,0.0682947
Method Three,320000,0.116993
Method Four,320000,0.00962414
Method Five,320000,0.00145101

Threads 32, Increments 1000000
Expected Result: 32000000
Method One,3743533,0.217162
Method Two,32000000,11.2792
Method Three,32000000,12.0556
Method Four,32000000,1.28149
Method Five,32000000,0.12934

Method One,7156348,0.184692
Method Two,32000000,11.5926
Method Three,32000000,11.8607
Method Four,32000000,0.973962
Method Five,32000000,0.182207

Method One,3596100,0.192533
