1, 100, 664465.072393, 972308.649658, 725310.432865, 1210521.855972, 1231724.290835, 764076.193678, 1647256.494309, 802819.502091, 774899.456795, 717421.872758 
1, 1000, 5015120.588575, 5753375.793247, 4914536.215217, 4642633.301609, 4404549.018226, 4476656.474812, 2842257.548325, 3880420.948064, 3138554.632820, 2217314.565983 
4, 100, 2068327.188678, 2407303.759607, 1951067.233777, 1882636.444076, 2049474.309840, 2107792.508905, 1661771.365187, 1908415.156633, 1665022.456990, 1460371.007254 
4, 1000, 9160340.306642, 4593878.197913, 1679818.949114, 4575266.566468, 6911470.968366, 6814159.141280, 1413101.499901, 5191737.350007, 4070973.349373, 2122760.288886 
16, 100, 2662172.032884, 2515264.511504, 2613055.478434, 2594971.917538, 1856796.862942, 1055.860392, 1743265.004609, 995088.615751, 1819836.214741, 1559562.113947 
16, 1000, 8161112.604481, 1680711.991617, 7592801.834041, 1308421.532530, 1145695.767793, 1338.004879, 338620.984664, 1049127.286745, 2549682.962859, 3042985.016152 
24, 1000, 2189830.373002, 2773728.904058, 2026990.048155, 929543.723006, 454158.276014, 10170426.687539, 1793139.403813, 896967.141066, 1719210.022994, 1150170.309072 
32, 100, 2105727.249098, 1253972.545839, 403238.458465, 1180076.328812, 952045.752939, 1027.021375, 1799464.321965, 2075058.766313, 1732593.660223, 1624405.886238 
48, 1000, 2218633.172208, 406562.770115, 3963859.838246, 1404307.420448, 507111.429591, 1018.439837, 209641.433093, 5254719.230499, 349111.406374, 216493.836405 
64, 1000, 2469199.437702, 412831.755308, 2065024.924528, 1191526.444794, 324628.664245, 1013.678100, 200720.328807, 438254.477338, 535738.818486, 234399.988550 
1, 100, 694762.877430, 1722474.851867, 2989447.251203, 2933239.469670, 2969561.989607, 2920646.046906, 2182881.840606, 2581311.306144, 757547.062611, 715988.744657 
1, 1000, 5117262.060107, 6326631.321886, 8397786.343520, 8188331.627431, 8321336.739534, 8172672.218635, 3535355.320887, 4004757.652091, 3333400.001333, 2748083.211960 
4, 100, 1970715.172536, 2102806.194867, 2197560.707615, 1821477.035728, 1956085.872170, 9012.193520, 2780944.965099, 1464043.101429, 1789228.842369, 1367713.081150 
4, 1000, 2742995.076324, 2628708.121394, 3026657.284029, 3152140.421551, 1181894.091652, 1216.858701, 4008670.754843, 2569698.246759, 4498481.200285, 3088137.768002 
16, 100, 2728382.682955, 2411101.918785, 2711074.059766, 2427088.737398, 2421703.305020, 1057.296992, 1154533.600896, 2608458.906175, 2167586.987975, 1786589.634877 
16, 1000, 7337611.772464, 1951205.948934, 6901686.340786, 2987832.797889, 444349.736235, 1056.390100, 870272.644997, 1797241.705758, 2834044.383261, 278579.855612 
24, 1000, 2136768.116856, 720525.810916, 3072689.068960, 1582162.280539, 755820.931283, 1037.309072, 1943989.136989, 234436.452571, 1858432.365839, 350378.600136 
32, 100, 3532184.269638, 2038856.787514, 2805946.853613, 2649265.408376, 2815788.477970, 1025.761461, 1936122.479108, 2112345.072691, 1961519.883682, 1579047.617168 
32, 1000, 2235567.629484, 392913.312359, 2365096.905042, 1376669.986736, 8305992.773786, 1026.462925, 164829.444201, 5985865.500969, 403555.785515, 336636.919745 
48, 1000, 2282127.107919, 364307.943250, 3624848.700326, 1548868.445116, 356022.414340, 1018.444256, 239206.225238, 321997.651966, 178484.427373, 4504780.557592 
